GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Margin of Error; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Margin of Error; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Margin of Error; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Margin of Error; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Margin of Error; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more","Margin of Error; Total: - $200,000 or more"
1500000US530330246023,530330246023,"Block Group 3, Census Tract 246.02, King County, Washington",254,42,8,13,0,12,0,12,0,12,13,20,0,12,0,12,0,12,3,6,0,12,30,34,17,18,6,10,0,12,7,12,170,52
1500000US530330247011,530330247011,"Block Group 1, Census Tract 247.01, King County, Washington",421,69,23,25,0,12,20,24,10,16,0,12,0,12,0,12,13,14,0,12,9,15,31,27,74,45,11,16,92,63,55,40,83,39
1500000US530330247012,530330247012,"Block Group 2, Census Tract 247.01, King County, Washington",590,108,19,25,10,15,0,12,24,22,54,64,0,12,47,44,57,58,40,54,37,29,31,42,88,59,71,44,54,35,20,20,38,37
1500000US530330247013,530330247013,"Block Group 3, Census Tract 247.01, King County, Washington",416,89,7,10,0,12,0,12,0,12,11,17,13,20,7,11,18,20,48,65,0,12,30,28,53,36,77,63,42,34,73,43,37,27
1500000US530330247021,530330247021,"Block Group 1, Census Tract 247.02, King County, Washington",688,123,15,24,0,12,0,12,37,42,0,12,0,12,36,56,0,12,0,12,0,12,35,39,150,91,41,31,111,83,40,38,223,85
1500000US530330247022,530330247022,"Block Group 2, Census Tract 247.02, King County, Washington",481,106,23,35,0,12,0,12,22,34,17,27,9,16,0,12,0,12,17,26,71,83,25,31,69,45,123,64,49,48,18,29,38,39
1500000US530330247023,530330247023,"Block Group 3, Census Tract 247.02, King County, Washington",676,107,0,12,0,12,0,12,44,42,20,29,0,12,43,66,0,12,5,12,44,48,91,65,65,46,20,32,28,34,151,90,165,78
1500000US530330247024,530330247024,"Block Group 4, Census Tract 247.02, King County, Washington",596,94,0,12,0,12,0,12,21,34,0,12,0,12,0,12,19,31,0,12,21,32,59,49,110,68,58,53,77,63,149,99,82,54
1500000US530330247025,530330247025,"Block Group 5, Census Tract 247.02, King County, Washington",518,119,0,12,25,41,0,12,0,12,0,12,0,12,0,12,31,35,17,25,26,23,67,100,55,51,55,50,39,45,31,35,172,88
1500000US530330248001,530330248001,"Block Group 1, Census Tract 248, King County, Washington",430,98,14,22,39,44,0,12,7,14,13,21,0,12,21,34,0,12,30,49,15,24,45,46,9,15,61,35,0,12,140,112,36,40
1500000US530330248002,530330248002,"Block Group 2, Census Tract 248, King County, Washington",780,144,28,32,0,12,0,12,31,35,25,30,0,12,79,60,0,12,18,30,15,24,67,54,50,46,165,106,109,74,67,55,126,89
1500000US530330248003,530330248003,"Block Group 3, Census Tract 248, King County, Washington",940,175,41,40,12,20,30,45,41,39,58,71,37,42,49,45,85,83,62,71,61,78,59,77,186,123,45,44,63,57,86,58,25,41
1500000US530330249011,530330249011,"Block Group 1, Census Tract 249.01, King County, Washington",406,63,9,13,0,12,13,20,9,13,14,20,0,12,9,15,6,10,11,17,14,16,49,47,28,26,57,51,30,29,70,46,87,38
1500000US530330249012,530330249012,"Block Group 2, Census Tract 249.01, King County, Washington",669,69,11,17,0,12,0,12,34,40,32,41,10,15,18,21,11,18,9,13,15,18,34,26,52,33,76,40,71,43,107,49,189,68
1500000US530330249013,530330249013,"Block Group 3, Census Tract 249.01, King County, Washington",301,38,21,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,14,0,12,15,17,14,17,29,26,33,23,55,31,126,42
1500000US530330249014,530330249014,"Block Group 4, Census Tract 249.01, King County, Washington",461,65,0,12,0,12,0,12,0,12,20,22,18,19,0,12,0,12,0,12,13,15,15,15,36,26,130,75,52,35,81,39,96,42
1500000US530330249021,530330249021,"Block Group 1, Census Tract 249.02, King County, Washington",388,52,11,17,0,12,16,17,0,12,7,10,0,12,15,18,0,12,13,15,34,44,26,20,54,31,31,23,22,20,69,37,90,40
1500000US530330249022,530330249022,"Block Group 2, Census Tract 249.02, King County, Washington",531,64,0,12,0,12,0,12,0,12,5,8,14,17,6,10,0,12,0,12,26,21,41,30,52,29,44,38,34,23,142,54,167,65
1500000US530330249023,530330249023,"Block Group 3, Census Tract 249.02, King County, Washington",430,65,0,12,0,12,9,14,0,12,9,14,27,23,1,4,0,12,0,12,29,23,42,47,23,20,48,28,21,22,51,37,170,60
1500000US530330249031,530330249031,"Block Group 1, Census Tract 249.03, King County, Washington",661,84,22,27,0,12,0,12,24,28,0,12,0,12,35,41,0,12,19,31,0,12,26,30,110,57,25,29,48,43,106,55,246,66
1500000US530330249032,530330249032,"Block Group 2, Census Tract 249.03, King County, Washington",672,84,13,19,0,12,17,29,0,12,18,28,15,25,0,12,44,40,0,12,22,26,14,22,51,47,42,40,41,43,79,54,316,107
1500000US530330249033,530330249033,"Block Group 3, Census Tract 249.03, King County, Washington",430,73,20,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,27,59,47,114,55,53,41,166,81
1500000US530330249034,530330249034,"Block Group 4, Census Tract 249.03, King County, Washington",561,62,0,12,0,12,14,24,0,12,0,12,0,12,0,12,0,12,27,30,0,12,20,32,88,55,20,30,48,46,136,54,208,86
1500000US530330250011,530330250011,"Block Group 1, Census Tract 250.01, King County, Washington",370,64,0,12,0,12,0,12,0,12,11,16,0,12,12,18,11,17,0,12,0,12,32,30,57,50,28,26,16,22,90,46,113,61
1500000US530330250012,530330250012,"Block Group 2, Census Tract 250.01, King County, Washington",700,94,51,36,11,17,0,12,0,12,22,24,42,33,22,24,11,18,18,27,59,53,46,35,73,41,112,67,29,27,98,60,106,51
1500000US530330250013,530330250013,"Block Group 3, Census Tract 250.01, King County, Washington",438,58,9,14,0,12,12,18,0,12,21,22,21,25,19,21,18,21,11,17,10,15,10,15,108,57,40,31,24,23,68,41,67,41
1500000US530330250014,530330250014,"Block Group 4, Census Tract 250.01, King County, Washington",386,63,0,12,0,12,10,16,10,17,11,18,9,13,0,12,10,16,0,12,10,16,0,12,15,18,16,17,97,56,129,65,69,35
1500000US530330250031,530330250031,"Block Group 1, Census Tract 250.03, King County, Washington",408,72,15,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,33,38,29,27,38,44,54,49,77,54,162,68
1500000US530330250032,530330250032,"Block Group 2, Census Tract 250.03, King County, Washington",396,114,0,12,0,12,0,12,0,12,18,27,0,12,0,12,44,68,0,12,0,12,18,30,30,36,0,12,17,29,114,78,155,74
1500000US530330250033,530330250033,"Block Group 3, Census Tract 250.03, King County, Washington",530,102,18,30,16,27,14,23,30,34,0,12,30,33,0,12,19,29,30,35,30,34,0,12,34,35,99,55,53,49,49,37,108,58
1500000US530330250034,530330250034,"Block Group 4, Census Tract 250.03, King County, Washington",548,120,0,12,0,12,0,12,0,12,16,24,0,12,0,12,13,20,18,29,0,12,48,44,46,33,60,50,0,12,55,63,292,127
1500000US530330250035,530330250035,"Block Group 5, Census Tract 250.03, King County, Washington",711,140,16,26,0,12,0,12,15,23,16,26,0,12,53,61,0,12,30,34,0,12,102,95,105,99,78,49,0,12,94,81,202,83
1500000US530330250051,530330250051,"Block Group 1, Census Tract 250.05, King County, Washington",1022,98,15,20,0,12,0,12,23,26,10,14,36,39,0,12,5,9,15,16,31,27,15,25,95,57,116,49,35,28,153,59,473,75
1500000US530330250052,530330250052,"Block Group 2, Census Tract 250.05, King County, Washington",926,104,46,42,15,17,9,14,37,47,73,52,21,21,21,20,21,33,7,11,48,30,104,45,208,72,98,38,107,59,92,45,19,16
1500000US530330250061,530330250061,"Block Group 1, Census Tract 250.06, King County, Washington",397,115,0,12,0,12,0,12,0,12,0,12,0,12,7,14,10,15,0,12,8,14,29,32,26,30,61,67,33,37,0,12,223,96
1500000US530330250062,530330250062,"Block Group 2, Census Tract 250.06, King County, Washington",1269,149,11,19,0,12,13,21,96,93,0,12,14,22,13,20,46,52,30,40,10,16,72,70,143,75,144,82,122,78,196,70,359,111
1500000US530330250063,530330250063,"Block Group 3, Census Tract 250.06, King County, Washington",629,102,0,12,0,12,0,12,0,12,0,12,19,29,0,12,0,12,11,17,0,12,98,72,52,38,43,34,41,39,116,91,249,96
1500000US530330251011,530330251011,"Block Group 1, Census Tract 251.01, King County, Washington",592,130,27,31,0,12,0,12,70,72,45,60,24,27,85,91,18,30,11,18,38,59,51,39,123,94,39,63,12,18,25,27,24,26
1500000US530330251012,530330251012,"Block Group 2, Census Tract 251.01, King County, Washington",522,118,61,80,15,25,0,12,14,22,0,12,0,12,0,12,13,21,0,12,116,89,76,75,78,67,61,59,14,23,19,30,55,68
1500000US530330251013,530330251013,"Block Group 3, Census Tract 251.01, King County, Washington",331,69,0,12,0,12,0,12,0,12,0,12,0,12,13,20,0,12,0,12,28,31,41,39,21,34,53,40,31,35,113,66,31,25
1500000US530330251014,530330251014,"Block Group 4, Census Tract 251.01, King County, Washington",667,115,8,16,0,12,0,12,16,26,38,61,0,12,0,12,0,12,16,24,14,23,38,61,95,58,48,41,86,63,130,70,178,77
1500000US530330251021,530330251021,"Block Group 1, Census Tract 251.02, King County, Washington",432,101,18,30,0,12,19,30,0,12,23,35,0,12,0,12,0,12,0,12,14,23,96,88,101,60,63,57,16,25,38,43,44,50
1500000US530330251022,530330251022,"Block Group 2, Census Tract 251.02, King County, Washington",549,152,0,12,50,71,63,96,0,12,0,12,0,12,0,12,25,30,65,82,0,12,45,38,52,58,140,67,65,59,0,12,44,44
1500000US530330251023,530330251023,"Block Group 3, Census Tract 251.02, King County, Washington",1123,148,0,12,0,12,17,26,48,44,32,35,0,12,0,12,53,50,18,27,57,64,20,31,121,68,106,53,116,91,415,127,120,69
1500000US530330251024,530330251024,"Block Group 4, Census Tract 251.02, King County, Washington",674,132,15,25,0,12,0,12,0,12,13,20,118,121,0,12,0,12,43,46,58,68,114,97,88,83,58,53,84,57,29,33,54,82
1500000US530330252001,530330252001,"Block Group 1, Census Tract 252, King County, Washington",507,111,0,12,0,12,30,50,12,21,0,12,0,12,44,38,0,12,0,12,45,43,0,12,89,76,123,97,102,68,26,39,36,35
1500000US530330252002,530330252002,"Block Group 2, Census Tract 252, King County, Washington",942,117,58,47,59,86,13,20,12,20,27,32,20,32,28,31,13,20,25,30,27,31,73,50,103,69,180,100,78,60,96,67,130,77
1500000US530330252003,530330252003,"Block Group 3, Census Tract 252, King County, Washington",490,130,42,65,0,12,35,55,0,12,0,12,12,20,30,25,0,12,28,32,34,41,71,61,72,71,68,58,33,39,50,39,15,26
1500000US530330252004,530330252004,"Block Group 4, Census Tract 252, King County, Washington",830,142,70,47,62,40,71,47,31,33,0,12,0,12,0,12,35,41,0,12,14,22,163,86,24,26,62,49,41,40,107,76,150,90
1500000US530330252005,530330252005,"Block Group 5, Census Tract 252, King County, Washington",494,94,0,12,0,12,0,12,0,12,17,26,28,33,0,12,15,24,0,12,63,52,29,32,72,75,13,20,64,82,144,78,49,46
1500000US530330253011,530330253011,"Block Group 1, Census Tract 253.01, King County, Washington",740,163,40,33,0,12,21,22,10,16,0,12,10,17,0,12,68,93,0,12,42,44,31,24,151,104,179,107,41,38,72,63,75,54
1500000US530330253012,530330253012,"Block Group 2, Census Tract 253.01, King County, Washington",797,149,10,17,0,12,0,12,0,12,11,17,0,12,10,16,109,91,0,12,55,45,63,53,97,75,163,75,71,92,138,88,70,62
1500000US530330253013,530330253013,"Block Group 3, Census Tract 253.01, King County, Washington",1489,182,20,22,66,91,89,51,45,48,38,46,154,107,116,81,70,68,25,39,122,88,175,92,390,130,131,116,38,47,0,12,10,17
1500000US530330253021,530330253021,"Block Group 1, Census Tract 253.02, King County, Washington",1006,153,185,76,0,12,39,39,87,80,34,39,14,24,13,22,17,26,14,22,122,59,97,61,99,59,112,74,70,57,44,42,59,48
1500000US530330253022,530330253022,"Block Group 2, Census Tract 253.02, King County, Washington",925,162,89,88,97,84,75,73,119,102,17,29,14,23,64,52,0,12,27,29,44,40,83,73,27,31,148,87,30,35,52,47,39,46
1500000US530330253023,530330253023,"Block Group 3, Census Tract 253.02, King County, Washington",780,154,14,21,104,98,63,80,97,101,120,106,45,49,52,66,40,62,40,49,43,49,52,45,67,60,15,25,0,12,0,12,28,34
1500000US530330254001,530330254001,"Block Group 1, Census Tract 254, King County, Washington",533,128,42,38,53,55,67,70,35,53,62,65,23,29,17,25,0,12,26,41,86,63,68,46,14,22,24,28,0,12,0,12,16,24
1500000US530330254002,530330254002,"Block Group 2, Census Tract 254, King County, Washington",900,186,72,89,14,23,63,62,70,71,50,81,96,83,55,53,48,44,115,121,117,94,68,51,14,22,71,76,16,26,16,27,15,23
1500000US530330254003,530330254003,"Block Group 3, Census Tract 254, King County, Washington",1225,191,14,23,81,86,16,26,16,26,46,72,71,53,43,53,61,80,123,94,29,33,158,111,293,135,116,94,82,58,63,55,13,22
1500000US530330254004,530330254004,"Block Group 4, Census Tract 254, King County, Washington",420,107,46,41,0,12,13,21,30,36,0,12,12,19,0,12,13,20,19,31,131,113,44,41,25,29,23,27,9,15,55,32,0,12
1500000US530330255001,530330255001,"Block Group 1, Census Tract 255, King County, Washington",1028,97,89,66,16,17,80,62,12,15,121,72,53,51,34,28,79,70,54,51,112,75,153,84,60,45,81,51,43,46,22,24,19,19
1500000US530330255002,530330255002,"Block Group 2, Census Tract 255, King County, Washington",571,87,22,21,0,12,36,29,9,14,17,20,13,22,48,57,20,22,16,13,42,32,77,56,54,36,97,72,22,25,56,47,42,26
1500000US530330255003,530330255003,"Block Group 3, Census Tract 255, King County, Washington",427,70,7,11,11,18,0,12,22,27,0,12,37,27,4,9,49,29,25,31,28,30,19,18,72,38,107,66,17,27,0,12,29,25
1500000US530330256011,530330256011,"Block Group 1, Census Tract 256.01, King County, Washington",383,73,9,14,0,12,0,12,19,23,8,13,16,18,0,12,0,12,10,15,16,24,52,34,86,68,62,35,19,21,59,37,27,20
1500000US530330256012,530330256012,"Block Group 2, Census Tract 256.01, King County, Washington",940,108,47,46,12,18,43,34,41,37,58,54,58,47,133,83,40,53,68,70,78,49,167,94,106,78,26,24,33,40,21,34,9,14
1500000US530330256013,530330256013,"Block Group 3, Census Tract 256.01, King County, Washington",675,105,3,8,0,12,13,18,0,12,10,15,31,36,0,12,34,24,19,21,39,31,63,34,47,32,70,50,100,44,188,97,58,52
1500000US530330256021,530330256021,"Block Group 1, Census Tract 256.02, King County, Washington",709,114,0,12,9,15,0,12,29,31,8,15,8,13,8,13,0,12,9,13,74,66,40,38,165,68,137,72,63,47,98,69,61,47
1500000US530330256022,530330256022,"Block Group 2, Census Tract 256.02, King County, Washington",321,75,0,12,0,12,9,16,0,12,0,12,12,23,0,12,45,48,19,22,12,19,30,29,50,42,26,30,23,25,95,62,0,12
1500000US530330256023,530330256023,"Block Group 3, Census Tract 256.02, King County, Washington",1049,104,38,43,0,12,0,12,0,12,8,13,26,30,9,14,17,26,78,74,32,39,93,59,114,76,174,85,78,50,200,78,182,93
1500000US530330257011,530330257011,"Block Group 1, Census Tract 257.01, King County, Washington",594,148,12,20,24,36,14,21,60,97,0,12,33,37,82,63,112,90,19,30,48,45,26,29,45,39,29,39,62,78,16,26,12,22
1500000US530330257012,530330257012,"Block Group 2, Census Tract 257.01, King County, Washington",507,111,0,12,19,31,30,35,0,12,0,12,16,25,39,36,53,58,0,12,0,12,163,88,33,42,58,45,46,42,43,50,7,13
1500000US530330257013,530330257013,"Block Group 3, Census Tract 257.01, King County, Washington",306,108,76,71,74,67,0,12,0,12,22,35,0,12,0,12,0,12,10,17,33,36,19,32,27,36,28,32,0,12,0,12,17,30
1500000US530330257014,530330257014,"Block Group 4, Census Tract 257.01, King County, Washington",733,132,36,36,0,12,0,12,0,12,0,12,125,70,21,34,16,28,39,32,66,36,214,115,106,93,0,12,20,22,90,99,0,12
1500000US530330257015,530330257015,"Block Group 5, Census Tract 257.01, King County, Washington",753,158,17,29,54,66,30,35,17,27,43,66,16,27,63,44,30,35,32,36,31,35,142,113,174,118,31,33,64,81,0,12,9,14
1500000US530330257021,530330257021,"Block Group 1, Census Tract 257.02, King County, Washington",542,83,25,39,0,12,0,12,7,10,8,12,0,12,0,12,37,49,0,12,57,35,50,42,109,49,114,65,37,29,55,45,43,33
1500000US530330257022,530330257022,"Block Group 2, Census Tract 257.02, King County, Washington",368,63,7,11,7,11,7,10,0,12,26,39,6,11,18,20,0,12,0,12,21,16,32,26,73,46,24,23,57,39,62,40,28,30
1500000US530330257023,530330257023,"Block Group 3, Census Tract 257.02, King County, Washington",329,57,0,12,10,15,0,12,15,23,0,12,0,12,0,12,9,16,17,18,0,12,59,50,80,47,65,39,20,22,32,26,22,21
1500000US530330258031,530330258031,"Block Group 1, Census Tract 258.03, King County, Washington",561,84,24,23,8,13,0,12,0,12,15,18,34,27,8,12,43,34,16,18,43,31,131,69,42,32,69,39,46,45,73,50,9,14
1500000US530330258032,530330258032,"Block Group 2, Census Tract 258.03, King County, Washington",556,87,9,13,0,12,0,12,14,16,17,18,29,40,33,27,21,23,23,25,91,63,137,52,139,75,9,14,16,17,18,19,0,12
1500000US530330258033,530330258033,"Block Group 3, Census Tract 258.03, King County, Washington",644,105,14,15,25,24,40,43,44,44,25,43,92,65,52,50,72,61,37,35,68,55,56,49,76,55,15,18,10,15,9,14,9,13
1500000US530330258041,530330258041,"Block Group 1, Census Tract 258.04, King County, Washington",410,66,0,12,9,14,10,15,17,18,10,15,12,14,31,25,26,31,8,18,28,28,31,21,31,24,104,55,55,45,15,18,23,35
1500000US530330258042,530330258042,"Block Group 2, Census Tract 258.04, King County, Washington",268,53,9,14,0,12,8,17,0,12,26,23,10,16,31,24,6,10,24,21,14,17,16,20,85,48,21,21,15,16,0,12,3,6
1500000US530330258043,530330258043,"Block Group 3, Census Tract 258.04, King County, Washington",450,91,0,12,0,12,16,16,8,12,0,12,9,15,21,23,26,31,8,13,36,43,57,49,55,42,93,62,58,45,34,24,29,26
1500000US530330258051,530330258051,"Block Group 1, Census Tract 258.05, King County, Washington",1009,125,0,12,25,40,24,24,10,17,82,74,8,20,43,37,6,11,26,24,140,82,160,71,279,97,144,101,13,15,26,37,23,33
1500000US530330258052,530330258052,"Block Group 2, Census Tract 258.05, King County, Washington",318,86,0,12,0,12,29,46,14,21,0,12,12,19,70,78,31,29,0,12,0,12,63,42,44,30,16,24,3,8,36,31,0,12
1500000US530330258053,530330258053,"Block Group 3, Census Tract 258.05, King County, Washington",601,83,44,39,0,12,37,28,52,50,30,25,8,13,66,46,16,26,21,24,40,32,83,46,79,62,74,52,21,26,6,14,24,27
1500000US530330258061,530330258061,"Block Group 1, Census Tract 258.06, King County, Washington",444,75,0,12,6,10,0,12,0,12,13,13,21,22,11,12,5,9,31,42,0,12,22,22,66,33,52,37,64,50,87,42,66,57
1500000US530330258062,530330258062,"Block Group 2, Census Tract 258.06, King County, Washington",730,100,6,11,9,13,0,12,20,27,9,13,42,35,35,27,39,48,0,12,92,53,64,53,191,100,69,45,60,36,44,32,50,29
1500000US530330258063,530330258063,"Block Group 3, Census Tract 258.06, King County, Washington",559,105,56,61,7,11,10,17,6,10,21,21,11,18,30,38,36,30,47,49,34,27,73,35,29,26,74,60,44,39,64,51,17,18
1500000US530330260011,530330260011,"Block Group 1, Census Tract 260.01, King County, Washington",594,127,12,18,0,12,17,26,9,16,16,24,0,12,5,9,11,18,0,12,140,94,70,57,68,56,92,47,55,46,40,36,59,59
1500000US530330260012,530330260012,"Block Group 2, Census Tract 260.01, King County, Washington",327,62,0,12,0,12,0,12,0,12,25,28,0,12,25,21,10,15,13,19,25,28,53,39,34,31,35,38,25,30,51,32,31,29
1500000US530330260013,530330260013,"Block Group 3, Census Tract 260.01, King County, Washington",428,122,15,19,0,12,0,12,0,12,0,12,12,18,9,14,9,15,0,12,44,29,44,46,109,82,80,82,36,36,25,29,45,32
1500000US530330260014,530330260014,"Block Group 4, Census Tract 260.01, King County, Washington",328,93,11,18,8,14,0,12,17,28,0,12,9,14,0,12,0,12,17,24,65,45,29,34,36,44,46,38,22,25,37,34,31,50
1500000US530330260015,530330260015,"Block Group 5, Census Tract 260.01, King County, Washington",412,95,0,12,12,19,10,16,20,22,0,12,7,12,0,12,11,16,18,21,16,19,63,41,154,76,14,21,48,61,39,50,0,12
1500000US530330260021,530330260021,"Block Group 1, Census Tract 260.02, King County, Washington",1044,201,94,96,140,123,56,70,70,84,61,78,0,12,99,93,162,122,20,33,112,79,93,80,89,90,48,57,0,12,0,12,0,12
1500000US530330260022,530330260022,"Block Group 2, Census Tract 260.02, King County, Washington",607,167,11,19,53,64,12,19,24,26,50,63,42,68,12,20,0,12,23,27,35,36,95,77,10,16,126,116,66,61,36,31,12,20
1500000US530330260023,530330260023,"Block Group 3, Census Tract 260.02, King County, Washington",527,140,92,104,33,52,21,27,22,28,26,32,0,12,12,19,21,25,12,18,0,12,44,46,69,53,56,46,60,59,26,31,33,33
1500000US530330260024,530330260024,"Block Group 4, Census Tract 260.02, King County, Washington",862,174,14,24,15,24,19,24,35,54,0,12,57,62,13,20,32,43,44,70,80,58,30,35,273,141,119,81,34,42,66,77,31,34
1500000US530330261001,530330261001,"Block Group 1, Census Tract 261, King County, Washington",364,103,14,22,14,22,0,12,23,28,0,12,14,22,11,19,12,22,0,12,75,86,93,66,30,36,18,28,13,23,0,12,47,70
1500000US530330261002,530330261002,"Block Group 2, Census Tract 261, King County, Washington",719,162,71,88,13,21,30,34,39,42,203,150,102,95,20,23,23,36,33,41,24,27,19,35,68,88,0,12,13,23,43,50,18,29
1500000US530330261003,530330261003,"Block Group 3, Census Tract 261, King County, Washington",605,144,72,91,0,12,35,39,40,45,20,30,11,21,15,23,77,103,0,12,32,38,85,61,100,97,15,24,78,73,7,15,18,28
1500000US530330261004,530330261004,"Block Group 4, Census Tract 261, King County, Washington",591,129,56,66,0,12,17,29,32,48,0,12,95,112,48,46,0,12,40,48,37,32,38,40,17,27,98,71,12,20,31,34,70,90
1500000US530330261005,530330261005,"Block Group 5, Census Tract 261, King County, Washington",551,164,13,20,20,32,0,12,30,36,42,64,76,79,12,18,0,12,61,67,65,85,30,36,111,92,43,42,48,76,0,12,0,12
1500000US530330262001,530330262001,"Block Group 1, Census Tract 262, King County, Washington",107,103,35,57,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,20,0,12,0,12,58,90,0,12,0,12,0,12
1500000US530330262002,530330262002,"Block Group 2, Census Tract 262, King County, Washington",571,145,9,15,0,12,8,14,38,64,0,12,11,18,11,18,69,98,103,86,32,53,133,93,59,48,20,24,21,26,17,28,40,62
1500000US530330262003,530330262003,"Block Group 3, Census Tract 262, King County, Washington",852,201,38,44,55,55,37,57,48,61,97,97,19,23,71,65,66,85,27,41,60,48,106,93,58,56,48,58,34,41,50,59,38,44
1500000US530330262004,530330262004,"Block Group 4, Census Tract 262, King County, Washington",717,165,115,86,17,32,80,97,0,12,7,12,30,50,58,39,39,46,21,23,51,41,108,100,85,66,58,76,25,28,3,9,20,32
1500000US530330263001,530330263001,"Block Group 1, Census Tract 263, King County, Washington",206,46,0,12,14,12,0,12,0,12,16,27,15,16,16,25,7,10,16,25,29,23,5,8,56,20,5,8,10,14,13,14,4,8
1500000US530330263002,530330263002,"Block Group 2, Census Tract 263, King County, Washington",360,57,16,13,14,15,8,13,7,12,9,10,18,19,5,8,1,7,34,22,67,40,26,23,33,23,71,34,29,24,18,26,4,8
1500000US530330264001,530330264001,"Block Group 1, Census Tract 264, King County, Washington",346,113,39,65,41,65,60,73,0,12,26,32,30,48,42,54,0,12,0,12,59,70,21,23,28,43,0,12,0,12,0,12,0,12
1500000US530330264002,530330264002,"Block Group 2, Census Tract 264, King County, Washington",453,122,13,21,0,12,38,63,0,12,105,114,29,32,8,15,43,65,15,24,13,21,76,72,76,61,13,20,0,12,24,37,0,12
1500000US530330264003,530330264003,"Block Group 3, Census Tract 264, King County, Washington",534,142,0,12,43,32,0,12,58,95,0,12,25,30,13,22,15,25,34,32,41,35,42,42,60,62,72,56,33,49,72,60,26,39
1500000US530330264004,530330264004,"Block Group 4, Census Tract 264, King County, Washington",567,121,14,23,0,12,140,111,12,20,0,12,0,12,42,32,0,12,16,25,13,23,69,54,103,63,86,86,72,63,0,12,0,12
1500000US530330264005,530330264005,"Block Group 5, Census Tract 264, King County, Washington",497,144,17,28,66,96,0,12,0,12,0,12,111,91,21,36,46,58,0,12,109,89,66,78,20,31,41,49,0,12,0,12,0,12
1500000US530330265001,530330265001,"Block Group 1, Census Tract 265, King County, Washington",340,74,8,16,63,45,28,33,27,42,7,12,29,50,18,26,38,48,9,18,47,36,16,25,0,12,23,32,13,22,14,21,0,12
1500000US530330265002,530330265002,"Block Group 2, Census Tract 265, King County, Washington",668,116,150,70,145,77,6,10,29,38,89,69,25,33,52,38,8,12,21,32,54,48,53,35,19,27,17,24,0,12,0,12,0,12
1500000US530330265003,530330265003,"Block Group 3, Census Tract 265, King County, Washington",513,109,12,19,31,50,9,14,71,56,40,48,0,12,20,32,40,38,29,29,29,22,124,64,14,23,68,47,10,16,3,10,13,20
1500000US530330266001,530330266001,"Block Group 1, Census Tract 266, King County, Washington",446,65,7,9,33,37,0,12,11,17,0,12,10,12,38,41,54,43,0,12,37,24,72,34,65,43,31,29,37,24,37,26,14,15
1500000US530330266002,530330266002,"Block Group 2, Census Tract 266, King County, Washington",436,61,17,16,20,28,0,12,40,39,7,10,9,13,22,19,0,12,48,39,28,20,54,32,21,17,43,26,37,30,61,30,29,25
1500000US530330267001,530330267001,"Block Group 1, Census Tract 267, King County, Washington",341,94,0,12,12,19,0,12,24,36,51,64,0,12,12,20,14,23,79,75,0,12,13,22,44,48,24,38,0,12,68,46,0,12
1500000US530330267002,530330267002,"Block Group 2, Census Tract 267, King County, Washington",624,136,16,25,10,15,66,60,0,12,44,54,0,12,107,111,0,12,78,76,38,36,47,72,49,33,60,46,31,54,34,41,44,48
1500000US530330267003,530330267003,"Block Group 3, Census Tract 267, King County, Washington",433,85,29,46,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,49,45,60,51,51,42,54,46,37,41,58,57,95,69
