GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Margin of Error; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Margin of Error; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Margin of Error; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Margin of Error; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Margin of Error; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more","Margin of Error; Total: - $200,000 or more"
1500000US530330076002,530330076002,"Block Group 2, Census Tract 76, King County, Washington",860,120,51,69,59,65,31,29,0,12,15,26,0,12,59,53,0,12,40,48,58,53,109,68,75,76,123,94,57,47,77,53,106,66
1500000US530330076003,530330076003,"Block Group 3, Census Tract 76, King County, Washington",695,102,22,26,10,17,0,12,31,34,8,12,0,12,23,27,89,82,88,54,68,52,63,56,85,68,82,53,32,29,25,24,69,49
1500000US530330077001,530330077001,"Block Group 1, Census Tract 77, King County, Washington",601,93,20,33,0,12,0,12,0,12,22,35,0,12,0,12,0,12,0,12,36,30,52,46,135,92,146,80,27,32,35,37,128,62
1500000US530330077002,530330077002,"Block Group 2, Census Tract 77, King County, Washington",460,83,0,12,0,12,19,30,0,12,0,12,0,12,16,25,0,12,0,12,17,27,35,41,47,70,59,48,59,45,71,52,137,60
1500000US530330077003,530330077003,"Block Group 3, Census Tract 77, King County, Washington",375,92,0,12,0,12,0,12,0,12,0,12,0,12,35,40,5,11,0,12,0,12,28,31,54,46,77,77,8,13,45,40,123,59
1500000US530330077004,530330077004,"Block Group 4, Census Tract 77, King County, Washington",941,118,0,12,0,12,20,32,22,35,54,51,0,12,120,109,0,12,19,31,52,82,107,66,95,57,106,66,97,67,46,45,203,120
1500000US530330078001,530330078001,"Block Group 1, Census Tract 78, King County, Washington",607,109,17,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,26,10,17,36,40,17,27,34,42,71,74,40,53,365,106
1500000US530330078002,530330078002,"Block Group 2, Census Tract 78, King County, Washington",660,101,0,12,25,39,0,12,0,12,16,26,54,48,12,19,0,12,0,12,21,33,25,33,31,35,12,20,100,90,84,60,280,94
1500000US530330078003,530330078003,"Block Group 3, Census Tract 78, King County, Washington",587,103,60,52,13,21,0,12,19,30,53,60,20,31,15,25,0,12,12,20,0,12,36,40,36,29,23,30,81,93,15,23,204,82
1500000US530330078004,530330078004,"Block Group 4, Census Tract 78, King County, Washington",437,87,0,12,21,34,0,12,20,32,0,12,0,12,0,12,0,12,0,12,43,40,38,42,31,33,11,17,46,45,96,48,131,78
1500000US530330079001,530330079001,"Block Group 1, Census Tract 79, King County, Washington",569,121,46,42,0,12,0,12,0,12,0,12,73,49,27,31,0,12,11,17,0,12,125,72,15,23,40,42,34,40,71,57,127,119
1500000US530330079002,530330079002,"Block Group 2, Census Tract 79, King County, Washington",473,105,44,52,0,12,15,28,30,36,31,35,0,12,0,12,53,49,0,12,66,58,17,28,35,46,92,54,21,34,32,36,37,43
1500000US530330079003,530330079003,"Block Group 3, Census Tract 79, King County, Washington",456,114,36,41,18,30,0,12,0,12,0,12,0,12,41,47,14,23,0,12,0,12,30,35,77,54,63,53,93,101,19,30,65,50
1500000US530330079004,530330079004,"Block Group 4, Census Tract 79, King County, Washington",787,83,71,43,64,50,37,43,78,64,56,44,62,59,20,31,0,12,13,21,25,36,76,54,55,50,19,30,46,57,92,66,73,46
1500000US530330079005,530330079005,"Block Group 5, Census Tract 79, King County, Washington",1028,136,70,50,15,25,34,41,31,36,49,45,51,47,21,34,88,69,17,28,46,43,0,12,175,102,165,102,116,78,57,53,93,55
1500000US530330080011,530330080011,"Block Group 1, Census Tract 80.01, King County, Washington",1208,242,154,170,30,48,0,12,0,12,0,12,72,87,0,12,25,41,22,36,59,68,22,35,136,128,112,81,206,151,181,95,189,150
1500000US530330080012,530330080012,"Block Group 2, Census Tract 80.01, King County, Washington",683,233,203,142,0,12,102,126,12,19,0,12,17,28,54,61,26,42,0,12,0,12,41,47,84,68,27,45,0,12,0,12,117,157
1500000US530330080013,530330080013,"Block Group 3, Census Tract 80.01, King County, Washington",924,172,21,36,75,57,0,12,54,62,23,38,28,46,0,12,0,12,27,43,27,50,75,70,57,65,72,71,76,73,113,71,276,206
1500000US530330080014,530330080014,"Block Group 4, Census Tract 80.01, King County, Washington",1128,225,60,69,25,40,0,12,51,41,0,12,0,12,42,48,0,12,0,12,93,87,0,12,217,170,163,161,168,101,81,74,228,148
1500000US530330080015,530330080015,"Block Group 5, Census Tract 80.01, King County, Washington",564,186,0,12,96,154,28,44,0,12,0,12,33,52,0,12,28,45,26,42,0,12,0,12,126,160,47,55,0,12,73,56,107,93
1500000US530330080021,530330080021,"Block Group 1, Census Tract 80.02, King County, Washington",1244,163,229,96,221,105,90,58,0,12,27,31,0,12,11,18,30,33,11,18,60,77,101,78,138,75,36,41,16,17,66,48,208,86
1500000US530330080022,530330080022,"Block Group 2, Census Tract 80.02, King County, Washington",1235,153,173,103,96,86,0,12,21,35,12,20,81,69,17,27,82,72,61,73,136,90,81,71,115,88,49,60,145,109,90,56,76,81
1500000US530330081001,530330081001,"Block Group 1, Census Tract 81, King County, Washington",1421,195,30,36,22,24,15,25,54,78,88,69,13,19,0,12,16,25,5,9,101,99,74,54,182,82,176,119,113,70,261,128,271,136
1500000US530330081002,530330081002,"Block Group 2, Census Tract 81, King County, Washington",509,142,118,106,15,23,81,75,53,65,0,12,0,12,24,37,17,26,0,12,17,27,17,27,54,46,0,12,25,32,29,32,59,40
1500000US530330081003,530330081003,"Block Group 3, Census Tract 81, King County, Washington",818,136,228,106,81,49,66,49,14,22,32,37,41,39,0,12,13,20,0,12,45,45,33,31,37,34,44,38,58,47,5,9,121,68
1500000US530330082001,530330082001,"Block Group 1, Census Tract 82, King County, Washington",1088,180,146,147,36,32,30,33,14,24,12,20,27,44,54,67,14,21,37,46,46,64,30,34,139,92,94,76,62,54,88,90,259,77
1500000US530330082002,530330082002,"Block Group 2, Census Tract 82, King County, Washington",916,169,79,65,0,12,33,34,68,80,28,35,28,32,15,23,0,12,0,12,121,90,119,106,88,62,4,9,159,123,7,14,167,102
1500000US530330082003,530330082003,"Block Group 3, Census Tract 82, King County, Washington",806,129,107,66,20,27,15,23,81,58,35,43,13,21,32,38,18,29,19,33,40,37,60,50,118,80,63,52,51,39,94,55,40,38
1500000US530330083001,530330083001,"Block Group 1, Census Tract 83, King County, Washington",930,113,131,78,53,35,59,67,0,12,37,28,26,24,62,43,20,23,18,21,108,67,80,57,126,57,89,46,62,35,24,25,35,24
1500000US530330083002,530330083002,"Block Group 2, Census Tract 83, King County, Washington",1173,137,43,31,25,22,31,25,79,59,29,25,48,51,37,36,113,63,47,50,80,55,107,50,132,60,156,67,58,38,96,55,92,75
1500000US530330084001,530330084001,"Block Group 1, Census Tract 84, King County, Washington",1062,174,62,49,46,35,32,39,34,38,48,57,138,112,36,35,31,34,72,80,141,110,45,41,51,43,124,97,31,36,79,52,92,60
1500000US530330084002,530330084002,"Block Group 2, Census Tract 84, King County, Washington",1140,167,109,85,51,49,114,67,42,39,46,48,16,28,34,38,32,35,62,47,110,75,52,45,135,96,114,85,53,51,82,56,88,57
1500000US530330084003,530330084003,"Block Group 3, Census Tract 84, King County, Washington",906,147,56,46,30,36,34,26,50,47,16,28,52,47,60,50,94,96,38,43,17,27,62,73,156,94,49,46,94,82,53,41,45,33
1500000US530330085001,530330085001,"Block Group 1, Census Tract 85, King County, Washington",1022,101,111,49,7,10,53,46,32,25,36,28,9,14,62,61,20,23,33,32,157,85,123,59,87,44,55,38,59,36,79,46,99,50
1500000US530330085002,530330085002,"Block Group 2, Census Tract 85, King County, Washington",533,99,90,67,61,47,15,16,75,50,36,37,67,53,7,11,22,24,7,11,9,13,32,30,47,52,19,16,8,13,18,29,20,32
1500000US530330085003,530330085003,"Block Group 3, Census Tract 85, King County, Washington",373,90,197,76,73,43,8,13,7,11,33,41,0,12,20,30,0,12,0,12,0,12,0,12,20,26,15,16,0,12,0,12,0,12
1500000US530330086001,530330086001,"Block Group 1, Census Tract 86, King County, Washington",811,139,184,97,18,30,36,43,18,30,15,24,0,12,68,55,10,17,19,30,14,23,202,102,70,57,50,46,0,12,39,46,68,59
1500000US530330086002,530330086002,"Block Group 2, Census Tract 86, King County, Washington",737,123,140,64,71,71,26,29,14,23,13,20,18,27,41,45,55,49,0,12,47,44,131,72,33,32,16,25,65,49,15,23,52,48
1500000US530330086003,530330086003,"Block Group 3, Census Tract 86, King County, Washington",494,113,69,59,92,57,12,19,0,12,11,19,14,22,0,12,16,27,48,59,15,24,16,26,102,67,22,41,27,23,0,12,50,50
1500000US530330087001,530330087001,"Block Group 1, Census Tract 87, King County, Washington",714,99,35,29,18,18,18,21,34,42,21,25,39,49,0,12,5,8,40,51,66,51,39,39,63,35,54,41,94,60,114,53,74,51
1500000US530330087002,530330087002,"Block Group 2, Census Tract 87, King County, Washington",582,96,36,43,0,12,40,52,60,45,56,62,46,44,20,24,9,14,43,57,38,29,8,11,39,48,54,35,109,49,24,19,0,12
1500000US530330087003,530330087003,"Block Group 3, Census Tract 87, King County, Washington",603,81,10,17,25,23,9,15,40,58,8,12,9,15,11,17,14,12,10,15,81,49,65,39,59,39,83,44,50,44,49,36,80,44
1500000US530330088001,530330088001,"Block Group 1, Census Tract 88, King County, Washington",599,78,8,12,7,12,16,18,0,12,7,11,25,39,7,12,9,13,0,12,26,22,87,40,78,42,69,41,57,49,55,49,148,54
1500000US530330088002,530330088002,"Block Group 2, Census Tract 88, King County, Washington",551,68,0,12,7,11,0,12,25,25,16,17,0,12,22,25,25,24,9,13,48,44,72,50,55,32,106,66,47,32,53,37,66,37
1500000US530330088003,530330088003,"Block Group 3, Census Tract 88, King County, Washington",492,75,8,12,59,43,32,40,7,12,7,11,0,12,16,17,8,14,25,39,8,13,31,38,88,52,27,24,60,40,69,40,47,33
1500000US530330089001,530330089001,"Block Group 1, Census Tract 89, King County, Washington",759,142,0,12,0,12,0,12,35,43,34,38,47,60,18,28,16,27,0,12,14,23,110,93,136,93,73,52,59,52,38,43,179,95
1500000US530330089002,530330089002,"Block Group 2, Census Tract 89, King County, Washington",579,128,0,12,0,12,13,23,0,12,18,29,69,61,0,12,0,12,0,12,15,23,101,62,111,104,41,46,49,47,43,49,119,60
1500000US530330089003,530330089003,"Block Group 3, Census Tract 89, King County, Washington",633,143,44,63,147,110,0,12,65,96,0,12,15,26,0,12,36,43,15,23,33,36,0,12,45,47,32,36,68,83,50,56,83,63
1500000US530330089004,530330089004,"Block Group 4, Census Tract 89, King County, Washington",409,117,17,28,0,12,0,12,0,12,0,12,0,12,0,12,14,21,17,27,49,57,15,24,67,62,100,98,29,33,82,64,19,30
1500000US530330090001,530330090001,"Block Group 1, Census Tract 90, King County, Washington",764,91,66,46,27,23,10,15,42,42,30,26,30,37,21,30,11,17,75,49,22,23,69,56,45,30,133,57,60,56,105,54,18,20
1500000US530330090002,530330090002,"Block Group 2, Census Tract 90, King County, Washington",1069,106,211,79,80,57,70,50,112,64,50,44,67,53,32,38,7,11,7,11,68,49,43,33,106,52,29,27,44,35,87,41,56,48
1500000US530330091001,530330091001,"Block Group 1, Census Tract 91, King County, Washington",488,103,81,48,36,24,61,51,45,43,54,52,9,14,32,44,44,31,13,21,19,23,9,14,0,12,47,33,19,15,0,12,19,21
1500000US530330091002,530330091002,"Block Group 2, Census Tract 91, King County, Washington",1039,139,153,82,73,38,58,52,75,68,99,49,95,64,29,26,118,87,45,47,43,34,75,50,36,34,46,38,15,24,44,35,35,41
1500000US530330092001,530330092001,"Block Group 1, Census Tract 92, King County, Washington",1033,139,97,60,199,84,138,77,94,70,81,52,34,29,19,19,36,29,51,51,40,25,76,57,99,46,33,34,8,13,0,12,28,23
1500000US530330092002,530330092002,"Block Group 2, Census Tract 92, King County, Washington",859,126,360,101,59,30,28,28,8,13,45,41,46,53,43,48,12,18,15,18,19,19,11,14,75,68,39,41,4,8,26,32,69,43
1500000US530330093001,530330093001,"Block Group 1, Census Tract 93, King County, Washington",421,62,44,21,12,13,8,13,0,12,6,9,33,23,13,13,22,26,48,37,67,38,40,24,28,19,52,38,5,8,32,32,11,13
1500000US530330093002,530330093002,"Block Group 2, Census Tract 93, King County, Washington",252,53,5,8,0,12,6,9,0,12,6,9,0,12,6,10,0,12,12,14,12,12,11,13,34,28,28,26,20,14,38,29,74,42
1500000US530330093003,530330093003,"Block Group 3, Census Tract 93, King County, Washington",468,69,0,12,0,12,0,12,7,10,25,18,46,42,0,12,30,32,31,29,27,18,58,42,38,25,60,33,17,14,48,26,81,50
1500000US530330094001,530330094001,"Block Group 1, Census Tract 94, King County, Washington",725,140,100,78,49,48,30,35,0,12,39,48,19,31,0,12,0,12,0,12,35,52,238,120,73,98,36,37,20,33,52,36,34,40
1500000US530330094002,530330094002,"Block Group 2, Census Tract 94, King County, Washington",700,135,83,78,171,100,26,30,0,12,35,40,0,12,12,19,21,33,24,37,31,35,40,46,57,47,31,40,51,37,83,58,35,39
1500000US530330094003,530330094003,"Block Group 3, Census Tract 94, King County, Washington",392,97,82,81,15,26,0,12,0,12,0,12,0,12,41,33,0,12,43,51,17,27,48,39,68,62,39,42,0,12,39,44,0,12
1500000US530330094004,530330094004,"Block Group 4, Census Tract 94, King County, Washington",314,109,0,12,12,21,51,82,0,12,17,29,0,12,0,12,0,12,0,12,22,32,39,44,38,43,71,54,23,24,0,12,41,44
1500000US530330094005,530330094005,"Block Group 5, Census Tract 94, King County, Washington",565,137,107,93,0,12,0,12,17,29,33,37,0,12,16,27,17,28,68,83,39,37,70,85,19,32,71,57,16,27,44,46,48,47
1500000US530330095001,530330095001,"Block Group 1, Census Tract 95, King County, Washington",747,135,0,12,0,12,0,12,23,34,33,50,22,33,12,20,66,79,0,12,0,12,123,103,59,55,35,44,0,12,119,72,255,90
1500000US530330095002,530330095002,"Block Group 2, Census Tract 95, King County, Washington",767,147,125,68,0,12,52,51,18,30,45,71,18,28,27,38,16,25,26,29,30,35,100,95,39,58,117,84,23,29,51,48,80,60
1500000US530330095003,530330095003,"Block Group 3, Census Tract 95, King County, Washington",549,106,0,12,0,12,16,26,0,12,0,12,17,27,17,27,0,12,16,26,21,32,33,36,15,22,100,83,36,42,114,68,164,71
1500000US530330095004,530330095004,"Block Group 4, Census Tract 95, King County, Washington",645,141,145,131,0,12,44,51,40,34,19,30,15,25,16,26,28,34,0,12,24,28,29,35,21,25,78,55,58,53,42,40,86,58
1500000US530330096001,530330096001,"Block Group 1, Census Tract 96, King County, Washington",322,99,0,12,0,12,12,20,0,12,47,75,31,36,19,29,0,12,0,12,18,30,26,32,11,21,0,12,13,20,55,53,90,61
1500000US530330096002,530330096002,"Block Group 2, Census Tract 96, King County, Washington",726,156,14,24,28,32,79,81,46,75,46,51,38,41,16,26,47,44,0,12,42,42,63,75,148,109,33,37,0,12,58,52,68,58
1500000US530330096003,530330096003,"Block Group 3, Census Tract 96, King County, Washington",500,113,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,21,0,12,12,19,64,49,94,57,64,52,63,51,46,44,144,104
1500000US530330096004,530330096004,"Block Group 4, Census Tract 96, King County, Washington",483,118,0,12,15,23,47,40,32,36,15,24,18,28,0,12,50,58,13,23,45,44,14,25,41,48,45,42,13,22,110,98,25,29
1500000US530330096005,530330096005,"Block Group 5, Census Tract 96, King County, Washington",758,126,12,18,0,12,68,83,14,21,0,12,34,39,0,12,17,28,0,12,16,25,59,49,61,41,58,71,56,44,165,102,198,84
1500000US530330097011,530330097011,"Block Group 1, Census Tract 97.01, King County, Washington",1020,171,20,33,0,12,18,27,48,46,15,25,17,28,0,12,84,100,32,38,68,56,71,67,72,59,229,148,86,60,118,90,142,96
1500000US530330097012,530330097012,"Block Group 2, Census Tract 97.01, King County, Washington",499,113,17,26,0,12,0,12,0,12,0,12,55,48,61,68,33,39,30,35,38,41,56,53,39,44,36,42,29,33,74,63,31,36
1500000US530330097013,530330097013,"Block Group 3, Census Tract 97.01, King County, Washington",727,135,0,12,20,31,0,12,17,26,52,48,15,23,11,18,17,28,18,28,34,38,62,89,50,49,25,31,121,102,133,74,152,101
1500000US530330097014,530330097014,"Block Group 4, Census Tract 97.01, King County, Washington",853,124,33,27,0,12,17,28,36,39,48,75,0,12,0,12,0,12,20,30,34,38,70,53,51,48,96,92,19,31,198,92,231,83
1500000US530330097021,530330097021,"Block Group 1, Census Tract 97.02, King County, Washington",609,87,16,24,0,12,32,39,18,29,0,12,18,28,0,12,0,12,17,29,20,31,0,12,50,47,73,61,119,81,148,70,98,64
1500000US530330097022,530330097022,"Block Group 2, Census Tract 97.02, King County, Washington",372,89,0,12,0,12,0,12,0,12,0,12,66,69,37,40,0,12,19,32,15,23,8,17,38,39,22,27,46,45,38,50,83,60
1500000US530330097023,530330097023,"Block Group 3, Census Tract 97.02, King County, Washington",344,62,0,12,0,12,0,12,0,12,18,29,0,12,0,12,25,27,0,12,0,12,35,40,46,50,127,79,17,27,53,44,23,26
1500000US530330097024,530330097024,"Block Group 4, Census Tract 97.02, King County, Washington",379,74,15,22,18,28,0,12,22,35,23,36,10,17,0,12,18,27,0,12,0,12,0,12,62,42,52,39,25,37,76,50,58,39
1500000US530330097025,530330097025,"Block Group 5, Census Tract 97.02, King County, Washington",654,108,35,50,0,12,0,12,95,88,18,28,25,30,50,58,0,12,10,17,26,37,41,50,32,34,53,43,138,84,39,39,92,55
1500000US530330098001,530330098001,"Block Group 1, Census Tract 98, King County, Washington",585,94,14,21,41,37,15,24,13,20,0,12,0,12,16,26,34,39,29,34,98,75,47,45,53,48,25,29,33,36,23,33,144,71
1500000US530330098002,530330098002,"Block Group 2, Census Tract 98, King County, Washington",548,84,0,12,14,22,0,12,0,12,0,12,0,12,19,30,37,41,16,27,34,38,20,32,65,58,23,26,15,24,167,86,138,91
1500000US530330098003,530330098003,"Block Group 3, Census Tract 98, King County, Washington",635,99,31,35,0,12,21,32,0,12,0,12,0,12,0,12,0,12,9,16,37,41,35,38,97,65,76,54,32,37,202,100,95,57
1500000US530330098004,530330098004,"Block Group 4, Census Tract 98, King County, Washington",687,96,0,12,21,33,29,35,46,40,12,20,13,21,18,28,29,33,59,73,100,58,60,48,33,37,47,43,32,38,152,93,36,39
1500000US530330098005,530330098005,"Block Group 5, Census Tract 98, King County, Washington",672,120,35,56,0,12,14,22,0,12,0,12,0,12,41,39,102,85,15,24,36,40,14,22,64,50,110,71,60,49,84,66,97,81
1500000US530330099001,530330099001,"Block Group 1, Census Tract 99, King County, Washington",532,120,69,86,16,27,0,12,19,29,18,28,0,12,0,12,0,12,0,12,51,50,55,46,64,55,20,31,41,48,112,72,67,55
1500000US530330099002,530330099002,"Block Group 2, Census Tract 99, King County, Washington",804,126,33,38,0,12,18,29,45,73,20,31,33,55,20,32,92,63,7,16,50,42,70,55,88,67,82,92,87,62,118,65,41,40
1500000US530330099003,530330099003,"Block Group 3, Census Tract 99, King County, Washington",957,137,0,12,57,82,33,27,46,43,17,27,20,30,15,25,17,27,114,96,121,97,109,69,136,100,95,72,12,23,131,102,34,38
1500000US530330099004,530330099004,"Block Group 4, Census Tract 99, King County, Washington",565,116,0,12,0,12,0,12,0,12,0,12,22,37,19,31,24,29,56,51,25,39,118,77,35,40,153,100,80,59,0,12,33,36
1500000US530330100011,530330100011,"Block Group 1, Census Tract 100.01, King County, Washington",431,77,0,12,20,23,0,12,16,26,0,12,0,12,20,22,0,12,10,17,43,51,46,48,104,62,59,42,61,45,31,28,21,23
1500000US530330100012,530330100012,"Block Group 2, Census Tract 100.01, King County, Washington",469,80,19,16,0,12,9,15,10,16,23,21,10,17,0,12,8,12,0,12,18,22,71,63,75,56,59,41,44,30,81,43,42,28
1500000US530330100013,530330100013,"Block Group 3, Census Tract 100.01, King County, Washington",639,107,124,78,25,28,71,72,26,31,9,15,60,59,52,65,60,48,38,57,14,22,25,22,19,17,8,13,29,26,39,32,40,30
1500000US530330100021,530330100021,"Block Group 1, Census Tract 100.02, King County, Washington",321,80,8,14,0,12,18,20,18,15,0,12,26,40,16,18,37,49,8,13,18,21,0,12,52,34,35,23,10,17,66,54,9,15
1500000US530330100022,530330100022,"Block Group 2, Census Tract 100.02, King County, Washington",729,111,19,25,52,52,11,16,0,12,16,18,19,20,58,57,97,82,17,20,41,54,149,70,126,68,80,59,16,19,0,12,28,26
1500000US530330100023,530330100023,"Block Group 3, Census Tract 100.02, King County, Washington",322,65,0,12,9,14,8,14,0,12,39,27,0,12,0,12,12,17,10,16,0,12,20,23,52,36,0,12,56,36,85,43,31,28
1500000US530330100024,530330100024,"Block Group 4, Census Tract 100.02, King County, Washington",487,84,0,12,8,15,18,14,19,20,28,27,58,51,9,15,27,41,0,12,98,64,34,26,59,35,52,45,33,30,25,23,19,20
1500000US530330101001,530330101001,"Block Group 1, Census Tract 101, King County, Washington",506,147,0,12,0,12,0,12,0,12,13,21,0,12,13,23,0,12,0,12,68,98,12,22,64,52,19,33,71,61,72,46,174,104
1500000US530330101002,530330101002,"Block Group 2, Census Tract 101, King County, Washington",396,97,64,71,20,33,13,23,15,24,0,12,0,12,0,12,0,12,38,43,23,35,9,15,77,55,15,23,33,37,47,43,42,42
1500000US530330101003,530330101003,"Block Group 3, Census Tract 101, King County, Washington",545,167,46,62,0,12,63,76,66,106,56,59,0,12,0,12,61,93,24,36,3,12,65,62,40,41,0,12,19,31,51,79,51,51
1500000US530330101004,530330101004,"Block Group 4, Census Tract 101, King County, Washington",836,161,63,58,80,107,44,43,0,12,116,113,17,27,0,12,0,12,90,107,48,73,105,81,22,30,68,55,56,53,22,35,105,71
1500000US530330101005,530330101005,"Block Group 5, Census Tract 101, King County, Washington",822,158,33,38,88,108,78,67,14,23,52,39,71,57,60,73,12,20,0,12,0,12,10,16,78,49,38,38,84,67,89,61,115,54
1500000US530330102001,530330102001,"Block Group 1, Census Tract 102, King County, Washington",623,75,11,17,0,12,10,16,0,12,17,18,10,17,0,12,43,32,27,25,41,32,38,29,99,47,109,64,39,31,77,40,102,37
1500000US530330102002,530330102002,"Block Group 2, Census Tract 102, King County, Washington",381,55,11,17,0,12,0,12,11,18,0,12,0,12,10,16,11,16,17,15,0,12,0,12,72,42,40,41,66,40,37,27,106,43
1500000US530330102003,530330102003,"Block Group 3, Census Tract 102, King County, Washington",401,80,19,22,0,12,0,12,24,38,0,12,42,35,14,16,0,12,12,18,26,26,89,69,57,29,15,18,22,24,71,38,10,16
1500000US530330102004,530330102004,"Block Group 4, Census Tract 102, King County, Washington",549,61,10,16,29,27,7,11,22,23,46,47,0,12,0,12,14,17,13,16,43,32,71,38,17,13,63,40,77,39,58,37,79,56
1500000US530330103001,530330103001,"Block Group 1, Census Tract 103, King County, Washington",321,69,0,12,0,12,12,20,0,12,0,12,24,29,18,27,15,24,0,12,12,20,16,25,61,51,48,38,35,40,40,37,40,39
1500000US530330103002,530330103002,"Block Group 2, Census Tract 103, King County, Washington",510,116,0,12,28,33,0,12,0,12,26,31,45,48,0,12,0,12,12,19,106,80,76,78,51,43,45,72,75,52,15,23,31,33
1500000US530330103003,530330103003,"Block Group 3, Census Tract 103, King County, Washington",473,153,117,107,13,20,49,75,7,18,65,76,16,26,6,12,0,12,0,12,59,74,40,32,50,41,29,45,0,12,0,12,22,27
1500000US530330103004,530330103004,"Block Group 4, Census Tract 103, King County, Washington",682,155,143,103,0,12,28,49,12,20,0,12,72,83,13,21,0,12,42,64,46,39,76,80,31,33,44,35,119,81,14,21,42,39
1500000US530330103005,530330103005,"Block Group 5, Census Tract 103, King County, Washington",807,138,210,132,0,12,10,16,0,12,28,34,13,20,19,31,35,34,0,12,71,54,77,82,126,92,72,55,60,43,44,41,42,61
1500000US530330104011,530330104011,"Block Group 1, Census Tract 104.01, King County, Washington",423,75,20,32,10,14,28,43,10,16,10,15,10,16,17,21,0,12,0,12,49,38,58,60,77,49,24,26,0,12,77,38,33,26
1500000US530330104012,530330104012,"Block Group 2, Census Tract 104.01, King County, Washington",664,90,50,36,27,26,50,60,0,12,20,23,62,43,36,42,32,30,0,12,71,34,25,19,63,36,52,37,84,47,43,30,49,50
1500000US530330104013,530330104013,"Block Group 3, Census Tract 104.01, King County, Washington",406,68,0,12,12,18,34,29,16,17,63,40,13,19,10,15,16,18,33,31,80,55,32,29,14,19,25,27,22,24,12,19,24,26
1500000US530330104021,530330104021,"Block Group 1, Census Tract 104.02, King County, Washington",367,81,26,27,22,25,0,12,10,15,10,17,11,18,27,30,23,25,11,19,38,34,14,22,60,47,34,26,3,8,40,40,38,33
1500000US530330104022,530330104022,"Block Group 2, Census Tract 104.02, King County, Washington",563,66,21,24,0,12,47,49,0,12,52,44,31,37,22,25,10,22,0,12,16,18,60,48,91,57,74,42,34,33,57,44,48,43
1500000US530330104023,530330104023,"Block Group 3, Census Tract 104.02, King County, Washington",328,73,14,22,42,48,0,12,0,12,23,27,14,21,54,44,0,12,26,32,0,12,27,29,75,50,25,28,15,23,0,12,13,20
1500000US530330104024,530330104024,"Block Group 4, Census Tract 104.02, King County, Washington",472,80,15,23,0,12,0,12,0,12,51,41,22,36,0,12,0,12,21,21,18,21,80,56,74,49,133,68,21,23,17,25,20,33
1500000US530330105001,530330105001,"Block Group 1, Census Tract 105, King County, Washington",713,160,63,50,18,29,34,37,29,48,47,53,63,81,17,28,51,55,0,12,54,86,125,98,117,81,35,39,33,40,11,18,16,26
1500000US530330105002,530330105002,"Block Group 2, Census Tract 105, King County, Washington",552,111,51,49,0,12,33,39,0,12,0,12,25,28,0,12,58,48,11,19,0,12,97,63,27,32,57,56,93,65,45,42,55,56
1500000US530330105003,530330105003,"Block Group 3, Census Tract 105, King County, Washington",496,119,19,32,0,12,15,25,20,32,0,12,16,25,0,12,0,12,0,12,29,46,36,33,73,60,81,75,23,29,104,77,80,77
1500000US530330105004,530330105004,"Block Group 4, Census Tract 105, King County, Washington",1338,168,101,60,37,47,78,62,49,48,71,68,47,76,49,44,65,58,29,34,98,92,111,74,177,113,161,116,81,73,88,88,96,68
1500000US530330105005,530330105005,"Block Group 5, Census Tract 105, King County, Washington",864,121,15,25,0,12,0,12,15,24,0,12,37,44,0,12,27,32,32,38,97,64,41,47,156,73,21,35,60,46,198,121,165,105
